62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42917,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,184,152,32,82.61%,,67.5,17,30.5,37,6.5,10.5,8.5,6.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,51.5,44,7.5,85.44%,,15,3.5,10.5,15,3,2,1,1.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,75,65,10,86.67%,,19.5,7,16,22.5,3.5,2,2,2.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,1,0.5,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,40,6,86.96%,,16,4.5,7.5,12,2.5,2,1,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109.5,93,16.5,84.93%,,33.5,12,24.5,23,7,4.5,2,3
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,58,17,77.33%,,11.5,11,13,22.5,5.5,6,2,3.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,1.5,2.5,37.50%,,0,0,0,1.5,1,0,0,1.5
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,88,68.5,19.5,77.84%,,21.5,9,9,29,4.5,3,3,9
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,30,26,4,86.67%,,10,2,8,6,1.5,1,0.5,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94.5,82,12.5,86.77%,,32,14,18.5,17.5,4.5,3.5,2,2.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,157.5,109,48.5,69.21%,,53,10,15,31,17.5,10,4,17
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,71,46.5,24.5,65.49%,,13.5,3.5,8,21.5,3.5,8,3,10
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,71,10.5,87.12%,,14,8,18.5,30.5,2,5.5,2,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,141.5,120,21.5,84.81%,,48.5,12.5,21,38,8,7.5,1.5,4.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,52,37,58.43%,,10,6,17,19,8.5,12,5.5,11
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108.5,81,27.5,74.65%,,21,8.5,19.5,32,12.5,3.5,3.5,8
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,105,90,15,85.71%,,30.5,13.5,15,31,3.5,1,4.5,6
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,217,178,39,82.03%,,69,25,43.5,40.5,12,13,3.5,10.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72.5,64,8.5,88.28%,,27,8.5,13,15.5,8,0,0.5,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,173.5,141,32.5,81.27%,,35,17.5,32,56.5,11,11,6,4.5
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,58.5,51.5,7,88.03%,,19,4,9.5,19,1.5,1.5,0.5,3.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,35.5,31,4.5,87.32%,,10,2.5,4,14.5,2,1,1,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,79,70,9,88.61%,,22.5,5.5,24.5,17.5,2,1.5,1.5,4
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,68.5,12.5,84.57%,,24,7.5,14.5,22.5,6.5,2,2,2
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,156,134.5,21.5,86.22%,,37.5,19.5,30.5,47,6,7,2.5,6
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,30.5,23.5,7,77.05%,,8,5.5,3.5,6.5,2.5,2,1.5,1
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82,71.5,10.5,87.20%,,28,3.5,17,23,4.5,4,2,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,143,108,35,75.52%,,39,16.5,19,33.5,13.5,7.5,8.5,5.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,47.5,45,2.5,94.74%,,13,8,10,14,1.5,0.5,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,50,42,8,84.00%,,20.5,3.5,8.5,9.5,3,1.5,3,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,44.5,37.5,7,84.27%,,19,10,5,3.5,1,2.5,1,2.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,129.5,107,22.5,82.63%,,28,13.5,24.5,41,6.5,6,2.5,7.5
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,12.5,12.5,0,100.00%,,11,0,0.5,1,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,9,9,0,100.00%,,7,1.5,0.5,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,57,53,4,92.98%,,28.5,6.5,9,9,2,1.5,0.5,0
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5,4,1,80.00%,,0,1,0,3,0,1,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,2.5,2,0.5,80.00%,,1.5,0.5,0,0,0.5,0,0,0
,NYG,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,33,32.5,0.5,98.48%,,31,0.5,1,0,0.5,0,0,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,1,0.5,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,12534,10203,2331,81.40%,,3568,1355,2025,3255,743,603,398,587
