62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42522,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,60.5,17,78.06%,,16.5,9.5,10.5,24,5.5,6,2.5,3
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,1.5,0.5,75.00%,,0,0,0.5,1,0.5,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,95,79,16,83.16%,,32,5,12,30,6,3.5,4.5,2
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,19.5,18.5,1,94.87%,,8,3,4,3.5,0,0.5,0,0.5
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,1,1,50.00%,,0,0,0,1,0,1,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,153.5,106,47.5,69.06%,,45,18,13,30,14,16.5,5,12
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,7.5,6,1.5,80.00%,,2,0,0.5,3.5,0,0.5,0,1
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,68,6.5,91.28%,,13.5,12,17,25.5,2.5,1.5,1,1.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145,126.5,18.5,87.24%,,38,25,28.5,35,8,1.5,3.5,5.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93,74.5,18.5,80.11%,,25,8,19.5,22,4.5,8.5,3,2.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92.5,65.5,27,70.81%,,17,12.5,12,24,9,7.5,3.5,7
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,100.5,85.5,15,85.07%,,25.5,10,20,30,3,9,2,1
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,196,151.5,44.5,77.30%,,41.5,24,42,44,23,7,9.5,5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,69.5,11.5,85.80%,,24,15,14,16.5,3,4,1,3.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,173,136,37,78.61%,,39,17,35,45,14,13,4,6
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,42.5,39.5,3,92.94%,,12,4,9,14.5,1,1,1,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,39,3,92.86%,,5.5,5.5,9.5,18.5,1,0.5,0.5,1
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,81,70.5,10.5,87.04%,,25.5,9,20.5,15.5,5,2.5,1.5,1.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,55.5,5.5,90.98%,,7.5,7.5,21.5,19,1.5,2,2,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150,129,21,86.00%,,33,26.5,26.5,43,2,5,6,8
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,25,17.5,7.5,70.00%,,7,2,1.5,7,3.5,0,1,3
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88,75.5,12.5,85.80%,,30.5,11,13.5,20.5,3.5,5,1.5,2.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,142.5,97,45.5,68.07%,,33.5,12,15.5,36,7,12,9.5,17
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,44.5,41.5,3,93.26%,,11,4,12.5,14,1.5,0,1.5,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,55,44,11,80.00%,,16,6,10,12,3,3,5,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,41.5,6,87.37%,,17,10.5,6,8,1.5,2,0,2.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125.5,110,15.5,87.65%,,42,13,24.5,30.5,5,3.5,3,4
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,10,10,0,100.00%,,4,2,3,1,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,0.5,0.5,0.5,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,53.5,46.5,7,86.92%,,26,7.5,4.5,8.5,2,2.5,2,0.5
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,8.5,8.5,0,100.00%,,7,0,1.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4.5,3.5,1,77.78%,,0,1.5,2,0,0,0.5,0.5,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,6,6,0,100.00%,,5,0,1,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,12515,10345,2170,82.66%,,3380,1503,2092,3370,677,560,394,539
