62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: March 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,88.5,65,23.5,73.45%,,18,9.5,14,23.5,7.5,3,2.5,10.5
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,31.5,28,3.5,88.89%,,17.5,3.5,4,3,2,1,0.5,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,162.5,124,38.5,76.31%,,52.5,11,20,40.5,10,9,11.5,8
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,54,20.5,72.48%,,15.5,9.5,10,19,5.5,5.5,5.5,4
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78.5,72,6.5,91.72%,,17.5,10,10.5,34,1,2.5,2.5,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,152,136.5,15.5,89.80%,,38,17.5,26.5,54.5,5.5,1,4,5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,61.5,19,76.40%,,27,5.5,16.5,12.5,4,7,4.5,3.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88.5,75,13.5,84.75%,,27,16.5,10.5,21,3.5,4.5,1.5,4
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,98.5,84.5,14,85.79%,,22.5,9.5,17,35.5,1,2,0.5,10.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,185.5,144,41.5,77.63%,,46,25.5,37.5,35,13,11,5,12.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,65.5,15.5,80.86%,,23.5,9,15,18,2.5,6.5,1.5,5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,151.5,129.5,22,85.48%,,35,13,21.5,60,2,8,4.5,7.5
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,50,41,9,82.00%,,17,3,9,12,1.5,3,4,0.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,25.5,21,4.5,82.35%,,9,1.5,5,5.5,1,1,1,1.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,65,56.5,8.5,86.92%,,19.5,11,10.5,15.5,2,5,0.5,1
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,52,6,89.66%,,16,8,13,15,2,0.5,1,2.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123,106.5,16.5,86.59%,,37,19,16.5,34,5,1,3,7.5
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,34.5,29,5.5,84.06%,,11,2,6.5,9.5,3.5,0.5,0,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,54,6,90.00%,,24.5,4.5,10,15,1.5,0.5,1,3
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,129,101,28,78.29%,,32,14.5,15,39.5,12.5,5.5,5,5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,50.5,47.5,3,94.06%,,18,7.5,12.5,9.5,0.5,1.5,1,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,45.5,36.5,9,80.22%,,16.5,5,2,13,3,4.5,1,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,39.5,8,83.16%,,16,10,8,5.5,0.5,2,0.5,5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,96.5,11.5,89.35%,,42,10.5,12.5,31.5,2.5,3,2,4
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4.5,4.5,0,100.00%,,4,0,0.5,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,43.5,38,5.5,87.36%,,13.5,7.5,8,9,2,1.5,1,1
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5,5,0,100.00%,,2,0,1.5,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,6,4.5,1.5,75.00%,,2.5,1,0.5,0.5,1,0,0.5,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11434,9606,1828,84.01%,,3269,1366,1918,3053,521,440,361,506
