62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: May 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,1,0,0.5,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55.5,52,3.5,93.69%,,17,8,11.5,15.5,2,1,0.5,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,97.5,83.5,14,85.64%,,36.5,15.5,12,19.5,3.5,4.5,4,2
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,48.5,19.5,71.32%,,16,8.5,10,14,7.5,5,2.5,4.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0,0.5,0,0.5,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,88.5,63.5,25,71.75%,,22,5.5,12.5,23.5,4,7,5.5,8.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,28.5,24,4.5,84.21%,,10,1,5,8,2.5,0.5,0.5,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98,89,9,90.82%,,28,20,17.5,23.5,1.5,1.5,3,3
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,140,98,42,70.00%,,33.5,9,19.5,36,18.5,9.5,6,8
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62.5,42,20.5,67.20%,,7.5,3,8.5,23,7.5,3,4.5,5.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82.5,73,9.5,88.48%,,25,9,13.5,25.5,3,3.5,2,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120,106,14,88.33%,,39,7,21.5,38.5,5.5,5.5,2,1
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98,78.5,19.5,80.10%,,28,12,17,21.5,6,2.5,3.5,7.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,65,27,70.65%,,20.5,11,10.5,23,7.5,8,3.5,8
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,85,67.5,17.5,79.41%,,16.5,7.5,14.5,29,4.5,8,3,2
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,217,162.5,54.5,74.88%,,54.5,27,43,38,22,17.5,8.5,6.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,69,10,87.34%,,21,10,18,20,3,2.5,2,2.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,146,105,41,71.92%,,32,14,20.5,38.5,16,10.5,8.5,6
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,43.5,35.5,8,81.61%,,15,5.5,6,9,1,1.5,0.5,5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,36,5,87.80%,,11.5,2.5,13.5,8.5,0,1.5,1,2.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,74.5,61,13.5,81.88%,,21,8,17,15,5.5,4.5,1.5,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,53,46,7,86.79%,,13,8.5,13,11.5,2.5,2,1,1.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,139.5,121,18.5,86.74%,,34,23,21.5,42.5,5,3,6,4.5
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,32,26,6,81.25%,,4.5,3,11,7.5,1.5,0.5,0,4
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,64,6.5,90.78%,,21,7,15,21,2,1,1,2.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,123,98,25,79.67%,,37,14,11,36,1.5,8,4,11.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,43,39,4,90.70%,,17,4,6,12,2.5,1.5,0,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,49,40,9,81.63%,,10,6.5,10.5,13,7,0,1,1
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47.5,36.5,11,76.84%,,12,9.5,6,9,5,3,1.5,1.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112.5,96.5,16,85.78%,,41,17,17,21.5,6.5,5,2,2.5
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,6.5,6,0.5,92.31%,,4.5,1.5,0,0,0.5,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,35.5,30.5,5,85.92%,,17.5,4,3,6,1.5,2,0.5,1
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,8,6,2,75.00%,,1,0.5,1.5,3,0.5,1,0,0.5
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11750,9570,2180,81.45%,,3266,1334,1907,3063,720,613,371,476
