62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42552,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79.5,54.5,25,68.55%,,7.5,8,14.5,24.5,6,6,2.5,10.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,62.5,5.5,91.91%,,14,12,15.5,21,1,1,2,1.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,157,136,21,86.62%,,35.5,26.5,27,47,10,6,3,2
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,95.5,79,16.5,82.72%,,21,9.5,13,35.5,4.5,4.5,2.5,5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85,62,23,72.94%,,21.5,8,11.5,21,10,6,5,2
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,85,74.5,10.5,87.65%,,21.5,9,14,30,3.5,1.5,2,3.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,201,166,35,82.59%,,62,32,24.5,47.5,11.5,13,2,8.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76.5,62.5,14,81.70%,,20.5,10,14,18,4,4.5,2.5,3
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,167.5,136,31.5,81.19%,,41.5,13,25.5,56,10,10,5.5,6
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,41.5,36.5,5,87.95%,,11,5,6.5,14,1,1,3,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36.5,31.5,5,86.30%,,11.5,7,10.5,2.5,1,1.5,2,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,67.5,61,6.5,90.37%,,21.5,14,14,11.5,3,1.5,0,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,49,8.5,85.22%,,12,4.5,16,16.5,2,4.5,1,1
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,127.5,111,16.5,87.06%,,28,18.5,19,45.5,3.5,4,3.5,5.5
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,26.5,20,6.5,75.47%,,7.5,1,3.5,8,1,3.5,1.5,0.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78.5,67.5,11,85.99%,,31,6,10,20.5,2.5,3.5,1.5,3.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,147,99.5,47.5,67.69%,,41,12,18.5,28,17.5,11,8,11
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,53,50.5,2.5,95.28%,,17.5,4.5,15,13.5,2,0,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,65.5,56.5,9,86.26%,,19.5,11,10,16,4,1.5,0.5,3
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36.5,33,3.5,90.41%,,9.5,10,6,7.5,1,1,1,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,136.5,116.5,20,85.35%,,44,17,17.5,38,2.5,4.5,5,8
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5.5,5.5,0,100.00%,,4,0,1.5,0,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,40,34.5,5.5,86.25%,,14.5,4,7.5,8.5,2.5,0,1,2
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,9,9,0,100.00%,,6,1,0,2,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4,3.5,0.5,87.50%,,0,0,1,2.5,0,0.5,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11681,9606,2075,82.24%,,3263,1385,1870,3088,701,556,320,498
