62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42705,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,2,0,100.00%,,0,1,1,0,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,78.5,63,15.5,80.25%,,27,7,8.5,20.5,4.5,5,2,4
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,19.5,18,1.5,92.31%,,11.5,2,1.5,3,0.5,0,0,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100,89,11,89.00%,,27,20,21,21,4,4.5,1.5,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,131.5,94.5,37,71.86%,,43,13.5,16.5,21.5,7,10,6,14
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,58,18,76.32%,,14,7,15,22,4.5,1.5,3,9
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,66.5,8,89.26%,,14.5,9,14,29,5.5,1,1,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135,112.5,22.5,83.33%,,43,12.5,19.5,37.5,8.5,7,3,4
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82,63,19,76.83%,,21.5,8,10.5,23,8,6.5,2,2.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,75,17,81.52%,,23.5,16,12,23.5,9,3,1,4
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,95.5,84,11.5,87.96%,,23,10,13,38,5,3,1,2.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,190.5,151.5,39,79.53%,,49.5,31.5,35.5,35,15.5,6.5,4.5,12.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58.5,52.5,6,89.74%,,20,4,11,17.5,3,1.5,0.5,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,153.5,108.5,45,70.68%,,29,14,26,39.5,18.5,10,4,12.5
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,34,30.5,3.5,89.71%,,13,1,6.5,10,2,0.5,0,1
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,33.5,26.5,7,79.10%,,6,3,6,11.5,3.5,1.5,2,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,78.5,74.5,4,94.90%,,26.5,17,14.5,16.5,1,1,1,1
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,44.5,7.5,85.58%,,13.5,8,11.5,11.5,0,1,2.5,4
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,123.5,106.5,17,86.23%,,39,14.5,20.5,32.5,7.5,6,0.5,3
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,30,26,4,86.67%,,6.5,6,5,8.5,3.5,0.5,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,56,9,86.15%,,26.5,3.5,9,17,4,3,0.5,1.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,144,106.5,37.5,73.96%,,56.5,8,19,23,13,7,7,10.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,42.5,38.5,4,90.59%,,13.5,13,4.5,7.5,3,0,0,1
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,62,52,10,83.87%,,24,8,9.5,10.5,3,2.5,1,3.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,43,3.5,92.47%,,21,5,7.5,9.5,2,0.5,1,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,128.5,109,19.5,84.82%,,39,11,21,38,6,6.5,1,6
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,13.5,12.5,1,92.59%,,9,0.5,1,2,0,0.5,0.5,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4,4,0,100.00%,,1.5,1,0.5,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,40.5,34.5,6,85.19%,,14.5,5.5,9.5,5,2.5,1,0,2.5
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,11.5,11.5,0,100.00%,,5,4,1.5,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3.5,3,0.5,85.71%,,0.5,1,0.5,1,0.5,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11420,9484,1936,83.05%,,3383,1399,1862,2840,675,492,308,461
