62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42887,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,176.5,119,57.5,67.42%,,55,16,17.5,30.5,14,13.5,12,18
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,63.5,37.5,62.87%,,17.5,6.5,12.5,27,4.5,11.5,5,16.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,63.5,11,85.23%,,19.5,6.5,10,27.5,4.5,3,2.5,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149.5,130.5,19,87.29%,,42.5,13.5,22,52.5,5.5,7.5,2,4
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,57,35,61.96%,,20,7.5,13,16.5,9,11.5,11,3.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109,89,20,81.65%,,33,14.5,10,31.5,7,3.5,4.5,5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,120,98,22,81.67%,,34.5,14,20,29.5,5,5.5,5.5,6
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,233,181,52,77.68%,,65.5,28,39,48.5,19.5,18.5,5,9
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84.5,66.5,18,78.70%,,21.5,8.5,16.5,20,8,6,3,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,179.5,138.5,41,77.16%,,49,11,29,49.5,16.5,9.5,6,9
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,48.5,42.5,6,87.63%,,18,6,5.5,13,3,3,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,32,9,78.05%,,8,4,6.5,13.5,1.5,1.5,3.5,2.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,90,75.5,14.5,83.89%,,24,11.5,19.5,20.5,4,4,2.5,4
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,49,7.5,86.73%,,15,8,5.5,20.5,1,2.5,1,3
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151.5,135.5,16,89.44%,,39.5,15,39.5,41.5,5,6.5,2,2.5
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,39,26,13,66.67%,,6.5,2.5,4,13,4,4.5,1.5,3
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87,77,10,88.51%,,32,8,14.5,22.5,3,3,1.5,2.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,143.5,102,41.5,71.08%,,37,17,17,31,12.5,16,9,4
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,60,56.5,3.5,94.17%,,18,14.5,18.5,5.5,0.5,1.5,0.5,1
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,54,39.5,14.5,73.15%,,14.5,7.5,7,10.5,6,4,0.5,4
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,48,4,92.31%,,23,9,8,8,1.5,2,0,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,129,104.5,24.5,81.01%,,34,15,26,29.5,6.5,7.5,2.5,8
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5,4.5,0.5,90.00%,,2,1,0,1.5,0,0.5,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0.5,0,0.5,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,58.5,52,6.5,88.89%,,29.5,7,8.5,7,1.5,1,1.5,2.5
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,1,0,0,0.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4.5,4,0.5,88.89%,,0.5,0.5,1.5,1.5,0.5,0,0,0
,NYG,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,12918,10405,2513,80.55%,,3679,1455,2009,3262,753,731,460,569
