62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42644,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,66,52,14,78.79%,,12,13,13,14,2,5.5,4,2.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,2.5,0,100.00%,,1,1,0,0.5,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,38.5,7,84.62%,,17.5,7.5,5,8.5,4,2,0,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107.5,93,14.5,86.51%,,43,20.5,17,12.5,2,5,4,3.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,52.5,16.5,76.09%,,15,9,8.5,20,3.5,5.5,3.5,4
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3,1.5,1.5,50.00%,,0,0,1,0.5,0,0.5,0,1
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,84.5,60,24.5,71.01%,,16,4.5,9,30.5,10.5,5,2.5,6.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,22.5,19,3.5,84.44%,,6,4,4.5,4.5,0.5,2,0.5,0.5
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101.5,84.5,17,83.25%,,24,7,22,31.5,5,6,2,4
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,131.5,91.5,40,69.58%,,41,19,13.5,18,11.5,12,5.5,11
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,51,23.5,68.46%,,12,7,11.5,20.5,6,5.5,5,7
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89.5,76.5,13,85.47%,,18,10.5,20,28,4,5,3,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,158,133,25,84.18%,,35.5,9.5,33.5,54.5,6,10,6,3
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107,79,28,73.83%,,28,7.5,16.5,27,12.5,8,4,3.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85.5,68,17.5,79.53%,,18,10.5,19.5,20,8.5,3,2,4
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,94.5,77,17.5,81.48%,,26,5.5,13,32.5,5.5,5.5,3.5,3
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,188,139,49,73.94%,,41,26.5,38.5,33,23,8,10,8
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82,67,15,81.71%,,25.5,9.5,9.5,22.5,5,4.5,4,1.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,137.5,91,46.5,66.18%,,20,7,24,40,15,12.5,7,12
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,51,45,6,88.24%,,24,6,6,9,3,1,1.5,0.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,30.5,26,4.5,85.25%,,5,3.5,5.5,12,1.5,1,0.5,1.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,73,63.5,9.5,86.99%,,23.5,11.5,13.5,15,1.5,3,1.5,3.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,53,7,88.33%,,12.5,4.5,15,21,2.5,2.5,0,2
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,149,132.5,16.5,88.93%,,56.5,17.5,27,31.5,5.5,3.5,5,2.5
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,32,24.5,7.5,76.56%,,7,3,0,14.5,2,2.5,2,1
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,67,10.5,86.45%,,27,4.5,21.5,14,3,3.5,1,3
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,176.5,131,45.5,74.22%,,62,7,24.5,37.5,13,15,5,12.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,48.5,43,5.5,88.66%,,18.5,9,12,3.5,0.5,1.5,2.5,1
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,61.5,48,13.5,78.05%,,18.5,5.5,10,14,4.5,6.5,1,1.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,49.5,12.5,79.84%,,20,10.5,11,8,2,6,2,2.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124,96.5,27.5,77.82%,,32,12.5,17,35,14.5,4,5,4
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,13.5,13.5,0,100.00%,,9,3,1.5,0,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,8.5,8,0.5,94.12%,,7,0.5,0,0.5,0.5,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,38,32.5,5.5,85.53%,,8,6,15,3.5,2,1,0,2.5
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4.5,4.5,0,100.00%,,3,0,1.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,2,1.5,0.5,75.00%,,0.5,0,0.5,0.5,0,0,0,0.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11825,9590,2235,81.10%,,3342,1327,1929,2992,719,604,368,544
