62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,50,13.5,78.74%,,12.5,4.5,11,22,4.5,4.5,2.5,2
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3,2,1,66.67%,,0,0,0,2,0.5,0,0.5,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,87.5,69.5,18,79.43%,,25.5,7.5,17,19.5,4.5,6,2.5,5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,18.5,18.5,0,100.00%,,16,0,0,2.5,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,1.5,2.5,37.50%,,0,0.5,0,1,1,0.5,0,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,121.5,81.5,40,67.08%,,33,10,17,21.5,15.5,9,4.5,11
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77,54,23,70.13%,,18,8.5,8,19.5,8,4.5,1.5,9
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,67.5,12.5,84.38%,,18,11.5,12,26,5,1.5,2.5,3.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125.5,95,30.5,75.70%,,36,12.5,17,29.5,11,6.5,4.5,8.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,79,53,26,67.09%,,23.5,8,8,13.5,6.5,7.5,7,5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93,73.5,19.5,79.03%,,30.5,11,11,21,4.5,8,3.5,3.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,97.5,83.5,14,85.64%,,23,7.5,17,36,4.5,6.5,1,2
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,174.5,133.5,41,76.50%,,48.5,21.5,28.5,35,21,10.5,4.5,5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78.5,64,14.5,81.53%,,24.5,6,17.5,16,8,4,1,1.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,186,127,59,68.28%,,44,14,25,44,14,25,5.5,14.5
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,28.5,26,2.5,91.23%,,9.5,4,2.5,10,0.5,1,0.5,0.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,28.5,12,70.37%,,5.5,4.5,9,9.5,5,4.5,1.5,1
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,58.5,50.5,8,86.32%,,20,4.5,15.5,10.5,3,0,1.5,3.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,49,8,85.96%,,17,7,11,14,3,2.5,2,0.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,170,148.5,21.5,87.35%,,74,15.5,20.5,38.5,4,11.5,3.5,2.5
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,24.5,17.5,7,71.43%,,7.5,3,3,4,2,3,0.5,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,72,61.5,10.5,85.42%,,33,5.5,7,16,3,2.5,1,4
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,127,97.5,29.5,76.77%,,48,11,11,27.5,7,9.5,6.5,6.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,43.5,39.5,4,90.80%,,22.5,5.5,6,5.5,0.5,1,2.5,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,43.5,37.5,6,86.21%,,16,5,6.5,10,2.5,1,2,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,44.5,4,91.75%,,25.5,6,8,5,1,3,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,108,84.5,23.5,78.24%,,30.5,14,14,26,5,8,5.5,5
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,7.5,7,0.5,93.33%,,6,0.5,0.5,0,0,0.5,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,41,32.5,8.5,79.27%,,13,5.5,5.5,8.5,1.5,5.5,0.5,1
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3,3,0,100.00%,,1,1,1,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,6,2.5,3.5,41.67%,,0,0,0,2.5,0.5,0.5,1,1.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,10975,8760,2215,79.82%,,3395,1251,1608,2506,682,649,380,504
