62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: July 2015,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,56,18,75.68%,,18,5,8.5,24.5,1.5,3.5,3.5,9.5
E18000010,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,ALL CARE,ALL CANCERS,92.5,90,2.5,97.30%,,45,7,18.5,19.5,1.5,1,0,0
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63,58,5,92.06%,,32,9.5,8,8.5,1.5,1.5,1,1
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,51.5,48,3.5,93.20%,,16.5,12,11,8.5,2.5,0,0,1
E18000005,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,84,72.5,11.5,86.31%,,20.5,9,18,25,2.5,4,1,4
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,165.5,132.5,33,80.06%,,47,9,33.5,43,10.5,8,6,8.5
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,63,17.5,78.26%,,18,10.5,12.5,22,5.5,3,4,5
E18000005,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,122.5,106.5,16,86.94%,,36,17.5,20.5,32.5,2,6,2,6
E18000009,R1C,SOLENT NHS TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86,80,6,93.02%,,27,14,19.5,19.5,2,1,0,3
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,166,132,34,79.52%,,43,16,34.5,38.5,9,9.5,5.5,10
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,8,7.5,0.5,93.75%,,1.5,0,1,5,0,0,0,0.5
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54.5,47.5,7,87.16%,,12,4.5,7.5,23.5,0.5,2,1.5,3
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12.5,7,5.5,56.00%,,1,1.5,0.5,4,1.5,0.5,1,2.5
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,45.5,40,5.5,87.91%,,19,3,6.5,11.5,2.5,0,0,3
E18000007,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,77,62,15,80.52%,,14,4,17,27,1.5,5,3,5.5
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,78,71,7,91.03%,,22,8.5,19,21.5,1.5,3,1,1.5
E18000002,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,44,6,88.00%,,13.5,8,10,12.5,4,0.5,0,1.5
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,75,60.5,14.5,80.67%,,28,4.5,11,17,1.5,4,4.5,4.5
E18000008,RDR,SUSSEX COMMUNITY NHS TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,34.5,32.5,2,94.20%,,8,7,8,9.5,0,0.5,0.5,1
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105.5,85.5,20,81.04%,,25.5,21.5,12,26.5,7,5,1,7
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,54.5,21.5,71.71%,,5.5,6,12,31,7,4.5,6,4
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,31,15.5,66.67%,,5,2.5,6,17.5,4.5,4.5,1.5,5
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83.5,70,13.5,83.83%,,24.5,12.5,18.5,14.5,3,3,1.5,6
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,33.5,33,0.5,98.51%,,15,8.5,5,4.5,0,0.5,0,0
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,172,147,25,85.47%,,55,24.5,16.5,51,6.5,6.5,2,10
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,51.5,44,7.5,85.44%,,14.5,5,11,13.5,3,2.5,1.5,0.5
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,67,49,18,73.13%,,22,1.5,9.5,16,6,1.5,2,8.5
E18000005,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,48.5,43.5,5,89.69%,,13.5,10,6,14,2,1.5,1,0.5
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,117.5,99,18.5,84.26%,,44,6,16,33,4,2.5,5.5,6.5
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67.5,54.5,13,80.74%,,10.5,8.5,13.5,22,5,3.5,2,2.5
E18000005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3.5,3.5,0,100.00%,,0,1.5,0,2,0,0,0,0
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,90,65.5,24.5,72.78%,,21.5,5.5,6.5,32,4,5,6.5,9
E18000002,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,1,0,0.5,0,0,0,0,0
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,14,12.5,1.5,89.29%,,7,1.5,3,1,1,0.5,0,0
E18000004,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,140.5,103,37.5,73.31%,,47,14,11.5,30.5,13.5,9,4.5,10.5
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,37.5,21.5,63.56%,,7.5,3,9,18,4.5,5.5,1,10.5
E18000005,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,155.5,112.5,43,72.35%,,34.5,13.5,24,40.5,22,6,5,10
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,54.5,6.5,89.34%,,11.5,14.5,12.5,16,4.5,1,0.5,0.5
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,166,140.5,25.5,84.64%,,51.5,20.5,26.5,42,8.5,4.5,6,6.5
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101.5,75,26.5,73.89%,,26,12,13.5,23.5,7,7.5,4,8
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100.5,85,15.5,84.58%,,23.5,12,15,34.5,2.5,4,3.5,5.5
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,112.5,97.5,15,86.67%,,21.5,12,29.5,34.5,2,5.5,3.5,4
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,180.5,133,47.5,73.68%,,47,14,37.5,34.5,21,13,6,7.5
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,85.5,76.5,9,89.47%,,27.5,9,23,17,1,1.5,3.5,3
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,56.5,45.5,11,80.53%,,19,6,4.5,16,1.5,4,0,5.5
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,36.5,31.5,5,86.30%,,11,2,6,12.5,1,1,1,2
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,83.5,75.5,8,90.42%,,25.5,17,15.5,17.5,2,2.5,0.5,3
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,34.5,32,2.5,92.75%,,10,4.5,6,11.5,0,0.5,1.5,0.5
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,59.5,8.5,87.50%,,10,9.5,14.5,25.5,1.5,1.5,2.5,3
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,128,112,16,87.50%,,43.5,15.5,16.5,36.5,3,6.5,1.5,5
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,29,25,4,86.21%,,8,3,3.5,10.5,0,2.5,0,1.5
E18000007,RGC,WHIPPS CROSS UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,86,75.5,10.5,87.79%,,36.5,10.5,9.5,19,4,2.5,0.5,3.5
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,151.5,119,32.5,78.55%,,46,11,17,45,9.5,7,5.5,10.5
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,47.5,42.5,5,89.47%,,17,7,10,8.5,1.5,1.5,0.5,1.5
E18000005,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,55.5,44,11.5,79.28%,,19.5,5,3.5,16,5,0.5,2,4
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52.5,47,5.5,89.52%,,18,9,6.5,13.5,1.5,3,0,1
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,111.5,18.5,85.77%,,41.5,16.5,22.5,31,8.5,4.5,2,3.5
N/A,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
N/A,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1.5,0.5,1,33.33%,,0.5,0,0,0,0,0.5,0,0.5
N/A,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5.5,5,0.5,90.91%,,3,0.5,0.5,1,0.5,0,0,0
N/A,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,44,38,6,86.36%,,15,7.5,3.5,12,2,1.5,0.5,2
E18000009,5QT,DISCONTINUED ORGANISATION,ALL CARE,ALL CANCERS,1.5,0.5,1,33.33%,,0,0,0,0.5,0.5,0,0,0.5
E18000008,5P5,DISCONTINUED ORGANISATION,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
E18000002,5NM,DISCONTINUED ORGANISATION,ALL CARE,ALL CANCERS,2,2,0,100.00%,,0.5,0,1,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,12175,9968,2207,81.87%,,3433,1387,1954,3194,679,531,361,636
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SOURCE: CANCER WAITING TIMES DATABASE - CWT-db,,,,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,,
(1) - ONS AREA ID is the unique code used to identify the Area Team by the Office for National Statistics. Where this is N/A it has not been possible to attribute a provider to an identified host organisation,,,,,,,,,,,,,,,,,
(2) - ODS CODE is the unique code to identify the Provider (ODS = Organisational Data Service),,,,,,,,,,,,,,,,,
(3) - CARE SETTING - relates either to patients who were ADMITTED to hospital for treatment - this includes ordinary admissions and day cases; patients who were NON-ADMITTED,,,,,,,,,,,,,,,,,
"- which refers to outpatient activity, and treatment in other care settings; and ALL CARE which is the sum of ADMITTED and NON-ADMITTED patients",,,,,,,,,,,,,,,,,
(4) ALL CANCERS refers to any case of diagnosed cancer regardless of cancer type,,,,,,,,,,,,,,,,,
