62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42614,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64.5,47.5,17,73.64%,,10,7,9,21.5,5.5,5,2.5,4
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,2,0,100.00%,,0,0,0.5,1.5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,77.5,62.5,15,80.65%,,20,4,5,33.5,6.5,4.5,1,3
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,27.5,20.5,7,74.55%,,10.5,2.5,4,3.5,0.5,2.5,2,2
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99.5,87.5,12,87.94%,,23.5,8,22,34,4,5,1,2
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,139,101,38,72.66%,,50.5,8,12.5,30,14,7,7.5,9.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,69,50.5,18.5,73.19%,,12.5,9,13,16,3,5.5,2.5,7.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,56.5,46,10.5,81.42%,,7,10,12.5,16.5,4,4.5,1,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135.5,111.5,24,82.29%,,28,7,24.5,52,9.5,3.5,7.5,3.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,104,71.5,32.5,68.75%,,21,6,14,30.5,11,9,5.5,7
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,105,84.5,20.5,80.48%,,17.5,14.5,26.5,26,7,6,2.5,5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,83.5,72,11.5,86.23%,,23,10,15,24,4,2.5,3.5,1.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,183,142.5,40.5,77.87%,,56.5,34,15,37,19.5,8,6.5,6.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,63.5,10.5,85.81%,,16,15,7.5,25,4,3.5,1,2
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,137,87.5,49.5,63.87%,,25,9,18.5,35,16,16.5,8,9
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,38.5,34.5,4,89.61%,,15.5,3.5,6.5,9,0,3.5,0,0.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,35.5,30.5,5,85.92%,,8.5,7,2.5,12.5,2,2,0.5,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,77,71.5,5.5,92.86%,,27.5,10.5,15.5,18,0.5,3,0,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77,64.5,12.5,83.77%,,13,2.5,12,37,3.5,2.5,3,3.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,125,112.5,12.5,90.00%,,35.5,17.5,27.5,32,4.5,2.5,1.5,4
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,31,22.5,8.5,72.58%,,7,4.5,3,8,4,2.5,0,2
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,81.5,8.5,90.56%,,31,6.5,11,33,2.5,3,1,2
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,139.5,102,37.5,73.12%,,34,9,27,32,13.5,7,6.5,10.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,54,49,5,90.74%,,19,9,8,13,1.5,2,1.5,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,51.5,40,11.5,77.67%,,9,8,9,14,5.5,3.5,1,1.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,40.5,10,80.20%,,10.5,7,15,8,1,3,3,3
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120,92.5,27.5,77.08%,,29.5,12.5,12,38.5,14.5,6,2.5,4.5
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,13,13,0,100.00%,,10,1,1,1,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3.5,3,0.5,85.71%,,0.5,0.5,0.5,1.5,0,0,0,0.5
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,50.5,44,6.5,87.13%,,11.5,11.5,14,7,1.5,1.5,1.5,2
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3,3,0,100.00%,,0.5,1,0,1.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,12081,9837,2244,81.43%,,3271,1361,1943,3262,761,580,359,544
