62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: August 2015,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,70,7.5,90.32%,,25,14,9,22,3,2.5,0,2
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,137.5,111.5,26,81.09%,,21.5,14.5,29.5,46,9,6.5,6.5,4
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,17,14,3,82.35%,,4,2,3.5,4.5,1.5,0.5,0.5,0.5
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,50,9,84.75%,,14.5,4.5,8,23,2.5,3.5,1,2
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,59,15.5,79.19%,,21,6,11,21,7.5,3,2.5,2.5
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,44,38.5,5.5,87.50%,,22.5,5,3.5,7.5,0,1.5,1.5,2.5
E18000007,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,60,14,81.08%,,14.5,4,11.5,30,1.5,5,3.5,4
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,52,47.5,4.5,91.35%,,17,9,10,11.5,1.5,1,0,2
E18000002,RWJ,STOCKPORT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39,37.5,1.5,96.15%,,8,5,6.5,18,0.5,0.5,0,0.5
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,68.5,58,10.5,84.67%,,16,12.5,9,20.5,2.5,2.5,2.5,3
E18000008,RDR,SUSSEX COMMUNITY NHS TRUST,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,52,5.5,90.43%,,20,10,8,14,2.5,1.5,0.5,1
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,65,11,85.53%,,24,10.5,14.5,16,6.5,1,0.5,3
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78,50.5,27.5,64.74%,,3.5,5,12.5,29.5,11,8,4,4.5
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,27,15,64.29%,,3.5,1.5,6,16,6.5,3,2,3.5
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92,78,14,84.78%,,31,10,21,16,3.5,1.5,2,7
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,42,38.5,3.5,91.67%,,15.5,7,6.5,9.5,0.5,3,0,0
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,170.5,136,34.5,79.77%,,81.5,11.5,13,30,10.5,7.5,6,10.5
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,40.5,37.5,3,92.59%,,14.5,6.5,8.5,8,1.5,1.5,0,0
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,67.5,54.5,13,80.74%,,16,5,9.5,24,3,5.5,1.5,3
E18000005,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1.5,1,0.5,66.67%,,0.5,0,0,0.5,0,0,0.5,0
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,39.5,35,4.5,88.61%,,13,7.5,7.5,7,1,2,0,1.5
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107,86,21,80.37%,,31,8,17.5,29.5,5.5,3.5,5.5,6.5
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,66,14,82.50%,,20.5,7.5,14,24,3.5,2,1.5,7
E18000005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,6.5,6.5,0,100.00%,,1,3,0.5,2,0,0,0,0
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,74.5,56.5,18,75.84%,,18.5,5.5,9.5,23,4.5,3,1,9.5
E18000002,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,11,10,1,90.91%,,7,2,1,0,0.5,0,0.5,0
E18000004,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,137.5,107.5,30,78.18%,,38,14,22,33.5,6,12.5,7,4.5
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,51.5,23.5,68.67%,,15.5,7.5,7,21.5,4.5,6,1,12
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,67,57.5,9.5,85.82%,,16.5,6,15,20,4,1.5,1.5,2.5
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,152,140,12,92.11%,,52,10,24.5,53.5,5,3,1,3
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,84.5,63.5,21,75.15%,,20,9,13,21.5,6,9,3,3
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,94.5,76,18.5,80.42%,,29,6,13.5,27.5,7,3.5,4,4
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,78,66.5,11.5,85.26%,,16.5,7.5,11,31.5,2,5.5,2,2
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,199,162,37,81.41%,,46,25,42,49,13,12,6,6
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,69.5,6,92.05%,,27,4,10,28.5,4,0.5,0,1.5
E18000005,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,161.5,129.5,32,80.19%,,38,25.5,21.5,44.5,13.5,7,2,9.5
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,59.5,51.5,8,86.55%,,16,8,7.5,20,0,1,2.5,4.5
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,27.5,23.5,4,85.45%,,4.5,2.5,7,9.5,1.5,1,0.5,1
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,78,73,5,93.59%,,32,13,10,18,1,0,1.5,2.5
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,27.5,21.5,6,78.18%,,5,2,5.5,9,1.5,3.5,1,0
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,64,56.5,7.5,88.28%,,17.5,7.5,13,18.5,3.5,2,0,2
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,129,113,16,87.60%,,31,23,32.5,26.5,1,8,3.5,3.5
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,22,15.5,6.5,70.45%,,6.5,3,2,4,2.5,3,0,1
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74,66,8,89.19%,,32,4,16,14,2.5,1,1.5,3
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,120,104,16,86.67%,,40,8.5,15,40.5,8,5.5,2,0.5
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,40,37,3,92.50%,,14.5,3,10.5,9,0.5,1,0,1.5
E18000005,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,48.5,38,10.5,78.35%,,20,7,2.5,8.5,3.5,0,4,3
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41,36.5,4.5,89.02%,,16,5,5,10.5,2,1.5,1,0
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,124,105,19,84.68%,,38,13,21.5,32.5,6,5,3,5
N/A,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,35,30,5,85.71%,,9,5.5,6.5,9,2,1,0.5,1.5
N/A,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
N/A,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1,0.5,0.5,50.00%,,0.5,0,0,0,0,0,0,0.5
N/A,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
E18000009,5QT,DISCONTINUED ORGANISATION,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
E18000007,RNJ,DISCONTINUED ORGANISATION,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,10953,9054,1899,82.66%,,3082,1194,1849,2929,586,488,301,524
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SOURCE: CANCER WAITING TIMES DATABASE - CWT-db,,,,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,,
(1) - ONS AREA ID is the unique code used to identify the Area Team by the Office for National Statistics. Where this is N/A it has not been possible to attribute a provider to an identified host organisation,,,,,,,,,,,,,,,,,
(2) - ODS CODE is the unique code to identify the Provider (ODS = Organisational Data Service),,,,,,,,,,,,,,,,,
(3) - CARE SETTING - relates either to patients who were ADMITTED to hospital for treatment - this includes ordinary admissions and day cases; patients who were NON-ADMITTED,,,,,,,,,,,,,,,,,
"- which refers to outpatient activity, and treatment in other care settings; and ALL CARE which is the sum of ADMITTED and NON-ADMITTED patients",,,,,,,,,,,,,,,,,
(4) ALL CANCERS refers to any case of diagnosed cancer regardless of cancer type,,,,,,,,,,,,,,,,,
