62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: April 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,21,18.5,2.5,88.10%,,9.5,1.5,4,3.5,0,2.5,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,101,89.5,11.5,88.61%,,27.5,14.5,25.5,22,2.5,5.5,1,2.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,133.5,101,32.5,75.66%,,45,12,13.5,30.5,8.5,8,8,8
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,45,18.5,70.87%,,7.5,5.5,9.5,22.5,5,1.5,3.5,8.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,66,8.5,88.59%,,22,8,10,26,2.5,4.5,1.5,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,163.5,146.5,17,89.60%,,49.5,23.5,32,41.5,5.5,5,4,2.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99,79.5,19.5,80.30%,,26.5,6.5,11,35.5,5,6.5,5,3
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,82.5,63,19.5,76.36%,,15,8,15.5,24.5,7.5,5,2,5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,95,73.5,21.5,77.37%,,21.5,8,18,26,9,3,6,3.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,197,149.5,47.5,75.89%,,42,23,38,46.5,18.5,12.5,8.5,8
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80,77.5,2.5,96.88%,,30.5,9,15,23,0,1,0.5,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,150,114,36,76.00%,,41,11,24,38,17,6,4,9
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,39,30.5,8.5,78.21%,,12,4.5,7,7,2,3.5,1,2
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40.5,35,5.5,86.42%,,4,7,5.5,18.5,1.5,1,1.5,1.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,70.5,61.5,9,87.23%,,20,10,17.5,14,6.5,1,1,0.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,54,46.5,7.5,86.11%,,9.5,7,17,13,3.5,2.5,0,1.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135,116.5,18.5,86.30%,,31,17.5,26.5,41.5,5.5,8,2,3
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,26.5,23.5,3,88.68%,,11,3,4.5,5,1,0.5,1,0.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92.5,79,13.5,85.41%,,32.5,9.5,16,21,4,1.5,1.5,6.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,117,88.5,28.5,75.64%,,30,10.5,16.5,31.5,7.5,7.5,5.5,8
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,64,62.5,1.5,97.66%,,19.5,10,17,16,0,1.5,0,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,49,36.5,12.5,74.49%,,16,4,7.5,9,3,3,2.5,4
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,41.5,35,6.5,84.34%,,20.5,7,5,2.5,1.5,1.5,0,3.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,145,125.5,19.5,86.55%,,33.5,24,29.5,38.5,5,7.5,4,3
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5.5,4.5,1,81.82%,,0,2.5,1.5,0.5,0,1,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,40.5,36,4.5,88.89%,,20,4,6.5,5.5,1,1,1.5,1
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,8.5,8.5,0,100.00%,,5,0.5,1.5,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,6,3.5,2.5,58.33%,,2.5,0.5,0.5,0,1.5,1,0,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11552.5,9566.5,1986,82.81%,,3101,1250,2003,3212.5,688,528,323,447
