62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: June 2015,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
E18000006,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88,79.5,8.5,90.34%,,17.5,9,23,30,2.5,2,1,3
E18000006,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2.5,1,1.5,40.00%,,0,0,0,1,0.5,0,0.5,0.5
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,32,31,1,96.88%,,10,5,6.5,9.5,0.5,0,0.5,0
E18000004,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59,53,6,89.83%,,16.5,7,16,13.5,3.5,0.5,0.5,1.5
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,40,35.5,4.5,88.75%,,17,6.5,6.5,5.5,1,1,2.5,0
E18000003,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50.5,42,8.5,83.17%,,14,4.5,16.5,7,2.5,2.5,2,1.5
E18000007,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,129.5,99.5,30,76.83%,,16,14,20.5,49,11,11.5,2,5.5
E18000002,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,21,17.5,3.5,83.33%,,0,1,3,13.5,0.5,2.5,0.5,0
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,47,29.5,17.5,62.77%,,4,4.5,7.5,13.5,5.5,5.5,2.5,4
E18000002,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,51,9,85.00%,,17,8,13,13,3.5,1,2,2.5
E18000010,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,132,112,20,84.85%,,66,7,12,27,6,4,2.5,7.5
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,14,11,3,78.57%,,4,0.5,1.5,5,1.5,1.5,0,0
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,93,18,83.78%,,37,16,20.5,19.5,6,4,1.5,6.5
E18000008,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,7.5,5.5,2,73.33%,,0,1,1.5,3,0,0.5,1,0.5
E18000006,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109,75.5,33.5,69.27%,,20,8,22.5,25,9.5,9.5,3.5,11
E18000006,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,68,22,75.56%,,33,11.5,6,17.5,10.5,5,2,4.5
E18000009,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46.5,40.5,6,87.10%,,10,6,13,11.5,2,2,0,2
E18000009,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,54,1,98.18%,,19,10.5,11.5,13,0,0.5,0.5,0
E18000010,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75.5,67.5,8,89.40%,,15,13,20.5,19,3.5,2.5,2,0
E18000010,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,ALL CARE,ALL CANCERS,75.5,67,8.5,88.74%,,25,12,10,20,3.5,3,1,1
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,70.5,55,15.5,78.01%,,19,4,15.5,16.5,5,2,4,4.5
E18000003,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,43,38.5,4.5,89.53%,,14,4,8.5,12,1,0.5,0,3
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,49,44,5,89.80%,,15,5,8,16,0.5,2,1,1.5
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,142,126,16,88.73%,,47.5,18,24,36.5,4.5,5,0,6.5
E18000006,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,50,45.5,4.5,91.00%,,14.5,4,8.5,18.5,0.5,1,0.5,2.5
E18000006,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,60.5,53.5,7,88.43%,,25,6,6.5,16,2,2,1.5,1.5
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,37.5,30,7.5,80.00%,,6,6,8,10,3.5,2,1,1
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,80.5,48,32.5,59.63%,,3,7,10.5,27.5,12,10.5,2.5,7.5
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61,59,2,96.72%,,23,16,5,15,0.5,1,0,0.5
E18000002,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,22.5,19,3.5,84.44%,,5.5,0.5,6,7,2.5,0.5,0,0.5
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,59,52,7,88.14%,,18,12.5,9.5,12,2.5,2,0,2.5
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,70,11.5,85.89%,,28,9.5,15.5,17,1.5,5,3.5,1.5
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,39,30,9,76.92%,,9,3,6,12,2,3,3.5,0.5
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57.5,49.5,8,86.09%,,14,6,12,17.5,1.5,1.5,2.5,2.5
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89.5,71.5,18,79.89%,,17.5,14.5,22.5,17,3.5,4,6.5,4
E18000007,RAX,KINGSTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,38.5,33,5.5,85.71%,,12.5,6,6.5,8,0.5,1,1.5,2.5
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,31.5,26.5,5,84.13%,,10,7,5.5,4,0,3,2,0
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,16,10,6,62.50%,,2,1,2,5,2,2,1,1
E18000007,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,5.5,5,0.5,90.91%,,0,2.5,1,1.5,0,0,0,0.5
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,106.5,77,29.5,72.30%,,25,11,12.5,28.5,5,4,8,12.5
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,89,73,16,82.02%,,23,4,14.5,31.5,5,2.5,3.5,5
E18000003,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,74.5,66,8.5,88.59%,,17,9,16.5,23.5,2.5,2.5,2,1.5
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,92.5,78,14.5,84.32%,,36,10.5,15,16.5,3,5,2,4.5
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,97,75.5,21.5,77.84%,,25.5,8,18.5,23.5,4,5.5,4.5,7.5
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,52,45.5,6.5,87.50%,,22,6.5,7.5,9.5,4.5,1,0,1
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,42,31.5,10.5,75.00%,,7,5.5,6,13,4,2.5,2,2
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,57,48.5,8.5,85.09%,,8.5,3.5,9,27.5,2,2,2.5,2
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,73.5,58.5,15,79.59%,,17,9,10,22.5,4,6,1.5,3.5
E18000007,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,96.5,74.5,22,77.20%,,24,6.5,14,30,5,4.5,5,7.5
E18000009,R1F,ISLE OF WIGHT NHS TRUST,ALL CARE,ALL CANCERS,34,31,3,91.18%,,11,5,8,7,2,1,0,0
N/A,NYT,ASSURA EAST RIDING LLP,ALL CARE,ALL CANCERS,3,3,0,100.00%,,2,0,1,0,0,0,0,0
N/A,NWV,GP CARE UK LIMITED,ALL CARE,ALL CANCERS,2,1.5,0.5,75.00%,,0.5,1,0,0,0,0,0,0.5
N/A,NVM,EPSOMEDICAL GROUP,ALL CARE,ALL CANCERS,3.5,3,0.5,85.71%,,1,0.5,1,0.5,0.5,0,0,0
N/A,NV3,CIRCLE,ALL CARE,ALL CANCERS,54,49,5,90.74%,,28.5,8,5,7.5,0.5,2.5,0,2
E18000008,5P5,SURREY PCT,ALL CARE,ALL CANCERS,1,1,0,100.00%,,0,0,1,0,0,0,0,0
E18000002,5NM,HALTON AND ST HELENS PCT,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11977,9744,2233,81.36%,,3132,1317,2083,3212,630,621,388,594
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SOURCE: CANCER WAITING TIMES DATABASE - CWT-db,,,,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,,
(1) - ONS AREA ID is the unique code used to identify the Area Team by the Office for National Statistics. Where this is N/A it has not been possible to attribute a provider to an identified host organisation,,,,,,,,,,,,,,,,,
(2) - ODS CODE is the unique code to identify the Provider (ODS = Organisational Data Service),,,,,,,,,,,,,,,,,
(3) - CARE SETTING - relates either to patients who were ADMITTED to hospital for treatment - this includes ordinary admissions and day cases; patients who were NON-ADMITTED,,,,,,,,,,,,,,,,,
"- which refers to outpatient activity, and treatment in other care settings; and ALL CARE which is the sum of ADMITTED and NON-ADMITTED patients",,,,,,,,,,,,,,,,,
(4) ALL CANCERS refers to any case of diagnosed cancer regardless of cancer type,,,,,,,,,,,,,,,,,
