62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: January 2017,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,37.5,31,6.5,82.67%,,16,0,5,10,3,2,1.5,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,87,16,84.47%,,38.5,11,11,26.5,7,6.5,1,1.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,128,95.5,32.5,74.61%,,33,13.5,17.5,31.5,11.5,7.5,8,5.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,73,45,28,61.64%,,11.5,3.5,5.5,24.5,7.5,6.5,7.5,6.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66.5,58.5,8,87.97%,,10.5,9,16,23,2,3,2,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,136,103.5,32.5,76.10%,,22.5,15,22.5,43.5,9,8.5,6.5,8.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,109.5,79,30.5,72.15%,,16.5,8,20,34.5,9.5,7.5,7,6.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,95,80.5,14.5,84.74%,,34.5,8,8.5,29.5,1.5,4.5,3,5.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,100.5,85.5,15,85.07%,,17,6,14,48.5,5.5,7,2,0.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,206.5,156,50.5,75.54%,,39,22,42.5,52.5,18,14,9.5,9
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,78,61,17,78.21%,,23,6.5,16.5,15,9,5.5,1.5,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,170,111.5,58.5,65.59%,,27.5,14,12,58,23.5,14.5,7,13.5
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,34,29,5,85.29%,,12,1,4.5,11.5,0.5,2,0.5,2
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,28,23.5,4.5,83.93%,,5.5,5.5,4,8.5,2,1.5,0.5,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,67,51,16,76.12%,,20,5,14.5,11.5,5,3,3.5,4.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,49,9,84.48%,,13,3.5,13,19.5,7,1,1,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,160.5,138.5,22,86.29%,,54.5,13,24.5,46.5,8,5.5,1.5,7
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,30,22,8,73.33%,,5,5,6,6,4,2,0,2
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77.5,60,17.5,77.42%,,19,8.5,11.5,21,4,2.5,3.5,7.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,145.5,84.5,61,58.08%,,34,8,15,27.5,14,15.5,12.5,19
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,55,51.5,3.5,93.64%,,16.5,6.5,16,12.5,1,2,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,53.5,41,12.5,76.64%,,16.5,6.5,5.5,12.5,4,3,2,3.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,45.5,40.5,5,89.01%,,21,3,6.5,10,2,1.5,1,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,140,116.5,23.5,83.21%,,37,19,25.5,35,8,6,7.5,2
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,12.5,12.5,0,100.00%,,11,0,0.5,1,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,45.5,36.5,9,80.22%,,12.5,10.5,4,9.5,2.5,4,1.5,1
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5.5,5.5,0,100.00%,,3,0,1.5,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3.5,3,0.5,85.71%,,0.5,0,0.5,2,0.5,0,0,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,10,10,0,100.00%,,8,1.5,0,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11998,9561,2437,79.69%,,2953,1189,1958,3461,825,631,406,575
