62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42309,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,113.5,90.5,23,79.74%,,27,10,17,36.5,9,4,4,6
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,23.5,21,2.5,89.36%,,7,5,2.5,6.5,1.5,0,1,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,165.5,137,28.5,82.78%,,53.5,13,23.5,47,8.5,4,4,12
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,59.5,42,17.5,70.59%,,14,4.5,8.5,15,7.5,0.5,3.5,6
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,61.5,55,6.5,89.43%,,13.5,5.5,19,17,1.5,1.5,2,1.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151,129,22,85.43%,,37,18.5,38.5,35,9.5,6,5,1.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83.5,66,17.5,79.04%,,24,8.5,12,21.5,6,5.5,2.5,3.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,87,71,16,81.61%,,23.5,12,12,23.5,4,2,4,6
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,94,77,17,81.91%,,26.5,8,14.5,28,6,5,2.5,3.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,171,141,30,82.46%,,34.5,23.5,31.5,51.5,6.5,10,2.5,11
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,72,4,94.74%,,32.5,14,9.5,16,2,1,1,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,149.5,123.5,26,82.61%,,35,16.5,33.5,38.5,2,8.5,6,9.5
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,37,31,6,83.78%,,7,3,6,15,1,2,1,2
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,27,22,5,81.48%,,9,4.5,1,7.5,1,2.5,0,1.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,66,55.5,10.5,84.09%,,18,14.5,12,11,4.5,3.5,0.5,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,50.5,7.5,87.07%,,15,7,11,17.5,1.5,0,2.5,3.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,136.5,116,20.5,84.98%,,36,16.5,21,42.5,6.5,4,4,6
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,39.5,30,9.5,75.95%,,11,3,6.5,9.5,3.5,4,0.5,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,64.5,6,91.49%,,34.5,5,11,14,1,3.5,0,1.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,139,111,28,79.86%,,31,13,25,42,6.5,8.5,2,11
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,31.5,27,4.5,85.71%,,8.5,2,9,7.5,2,1.5,0,1
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,49,39,10,79.59%,,14.5,5,7,12.5,4,1.5,1,3.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,37.5,8.5,81.52%,,18,5.5,5.5,8.5,4,2,1,1.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118.5,98.5,20,83.12%,,45,11,16,26.5,4.5,7.5,2.5,5.5
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,41.5,33,8.5,79.52%,,6,7,10,10,1.5,3.5,1.5,2
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,8,8,0,100.00%,,4,0.5,3.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3,3,0,100.00%,,0.5,0.5,0,2,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,11643,9717,1926,83.46%,,3170,1420,2006,3121,570,505,310,541
