62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: November 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,93,64.5,28.5,69.35%,,22,4,10,28.5,4.5,7,8.5,8.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,19,16,3,84.21%,,9.5,0,2.5,4,0,0,0,3
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,91.5,86.5,5,94.54%,,31,16,12.5,27,1,3,0,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,129.5,88.5,41,68.34%,,38,10,14,26.5,11.5,14.5,3.5,11.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,76,57,19,75.00%,,13.5,9,12.5,22,7,1.5,1.5,9
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81,71.5,9.5,88.27%,,20.5,6.5,15,29.5,3,2.5,0.5,3.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,154.5,115.5,39,74.76%,,30.5,13.5,34,37.5,14.5,7.5,4,13
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,107,83.5,23.5,78.04%,,24.5,9.5,19,30.5,6,5.5,8,4
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111.5,95,16.5,85.20%,,27.5,15,17,35.5,3,3.5,4,6
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,105.5,89,16.5,84.36%,,19,13.5,13.5,43,5.5,5.5,4,1.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,184,142,42,77.17%,,41,24.5,35,41.5,12,12,8,10
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,70.5,64,6.5,90.78%,,27,6.5,13,17.5,4.5,0,1.5,0.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,205.5,137,68.5,66.67%,,38,17,30,52,16.5,21,12,19
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,37.5,33,4.5,88.00%,,12,2,8,11,1.5,1.5,1.5,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,29.5,27,2.5,91.53%,,9.5,3.5,1,13,1.5,0.5,0,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,83.5,75.5,8,90.42%,,20.5,18,15.5,21.5,2,4,0,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,63.5,11.5,84.67%,,19,9.5,15,20,2,5.5,3,1
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,170,151,19,88.82%,,50,26,30.5,44.5,2.5,7.5,2.5,6.5
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,35,26.5,8.5,75.71%,,8,6,3,9.5,5,0.5,1,2
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90.5,81.5,9,90.06%,,33.5,4,9,35,2.5,2.5,1,3
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,152,115,37,75.66%,,57,9.5,17.5,31,3,11,9,14
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,45.5,42,3.5,92.31%,,9.5,7,14,11.5,0,3,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,46,36,10,78.26%,,13,8.5,6,8.5,3.5,4,0,2.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,65,58.5,6.5,90.00%,,14,15,13.5,16,4,1,0,1.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,150,120.5,29.5,80.33%,,43,16.5,24,37,8,9.5,7,5
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,17,16.5,0.5,97.06%,,14,2,0.5,0,0,0,0.5,0
,NDA,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3,2.5,0.5,83.33%,,1.5,0.5,0.5,0,0,0,0,0.5
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,44,37.5,6.5,85.23%,,15.5,2,11.5,8.5,2.5,2,0,2
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5.5,4.5,1,81.82%,,1,0.5,1,2,0,0.5,0,0.5
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,12808,10537,2271,82.27%,,3527,1526,2094,3390,656,596,391,628
