62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42583,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,3.5,0.5,87.50%,,1,0.5,2,0,0.5,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,ALL CANCERS,81.5,60.5,21,74.23%,,19,9,12,20.5,8,5,3,5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,31,29,2,93.55%,,13.5,4,5,6.5,0,1,0,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,95.5,84.5,11,88.48%,,29,14.5,15,26,4,2.5,2.5,2
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,148.5,111,37.5,74.75%,,39,13,20,39,8.5,10,6,13
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,47,19,71.21%,,13.5,3.5,7,23,4.5,3.5,3,8
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,57,6.5,89.76%,,19.5,10,10,17.5,1,1.5,2,2
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135,113.5,21.5,84.07%,,29.5,10,23,51,9.5,7.5,1.5,3
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,81.5,58,23.5,71.17%,,26.5,3,11,17.5,13.5,2.5,3.5,4
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,120,101.5,18.5,84.58%,,22.5,16,25,38,4,5,7,2.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,ALL CANCERS,86.5,74.5,12,86.13%,,16.5,17,14.5,26.5,5,1.5,1.5,4
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,ALL CANCERS,247,194,53,78.54%,,76.5,28.5,41,48,9.5,22.5,10,11
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98.5,82.5,16,83.76%,,29,8.5,12.5,32.5,5.5,4.5,3.5,2.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,ALL CANCERS,165,127,38,76.97%,,34.5,14,22.5,56,8,12.5,10.5,7
,RBK,WALSALL HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,38.5,33.5,5,87.01%,,12,5.5,3.5,12.5,1,2.5,1.5,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,37.5,32,5.5,85.33%,,8.5,2,3,18.5,1.5,1,1.5,1.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,76.5,68,8.5,88.89%,,28.5,7,12,20.5,2.5,0.5,3,2.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63.5,55.5,8,87.40%,,17,4,12,22.5,4.5,0,2,1.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,129,111,18,86.05%,,35,19.5,21.5,35,6.5,1.5,3,7
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,ALL CANCERS,30.5,23,7.5,75.41%,,9,3,5.5,5.5,1,2,3,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77,67.5,9.5,87.66%,,29,6.5,16,16,3.5,3,1,2
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,133.5,89,44.5,66.67%,,35.5,7,18,28.5,13.5,11,8,12
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,ALL CANCERS,50.5,47.5,3,94.06%,,25.5,7.5,4.5,10,1.5,1,0.5,0
,RLQ,WYE VALLEY NHS TRUST,ALL CARE,ALL CANCERS,53.5,45.5,8,85.05%,,15,8,8.5,14,5,1,0.5,1.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4.5,2,2.5,44.44%,,0,0,1,1,0.5,0.5,0.5,1
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,130,115.5,14.5,88.85%,,37,20,25.5,33,4,2.5,4,4
,AQK,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,8.5,7.5,1,88.24%,,4,0,1,2.5,0,0,1,0
,NQT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0.5,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,61,54,7,88.52%,,15.5,13.5,12.5,12.5,2,1,1.5,2.5
,NVM,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,3,3,0,100.00%,,0,1,1,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5,5,0,100.00%,,2,0.5,0,2.5,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,ALL CARE,ALL CANCERS,5,5,0,100.00%,,4,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,ALL CANCERS,12368,10240,2128,82.79%,,3475,1343,2036,3386,638,561,372,557
